rule,activation_rate,global_rate,dominance
"GREEN REGENCY TEACUP AND SAUCER, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE",0.7811773,0.18528405,4.2161064
"JUMBO BAG RED RETROSPOT, SUKI  SHOULDER BAG → DOTCOM POSTAGE",0.9185814,0.23239908,3.9526036
"JUMBO STORAGE BAG SUKI, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE",0.7382235,0.21595167,3.4184663
"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN",4.8688526,1.4672978,3.3182445
"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF → JUMBO BAG PEARS",3.2669127,0.98722994,3.309171
"WOODEN STAR CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN",3.8040643,1.3158017,2.8910618
"JUMBO STORAGE BAG SUKI, SUKI  SHOULDER BAG → DOTCOM POSTAGE",0.71692854,0.24939932,2.8746212
"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN",5.858833,2.1263506,2.7553465
"HAND WARMER BIRD DESIGN, HAND WARMER OWL DESIGN → HAND WARMER SCOTTY DOG DESIGN",2.8442693,1.1299801,2.5170968
"HAND WARMER BIRD DESIGN, HAND WARMER SCOTTY DOG DESIGN → HAND WARMER OWL DESIGN",2.2792578,0.90615773,2.515299
WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → WHITE SPOT RED CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WOODEN HEART CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
BLUE STRIPE CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → BLUE STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
BLUE STRIPE CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WHITE SPOT RED CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WOODEN HEART CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
SET OF 12 FAIRY CAKE BAKING CASES → SET OF 6 SNACK LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 6 SNACK LOAF BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES,0.0,1e-06,0.0
WHITE SPOT RED CERAMIC DRAWER KNOB → RED SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
FELTCRAFT PRINCESS LOLA DOLL → FELTCRAFT PRINCESS CHARLOTTE DOLL,0.0,1e-06,0.0
FELTCRAFT PRINCESS CHARLOTTE DOLL → FELTCRAFT PRINCESS LOLA DOLL,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WHITE SPOT BLUE CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
SMALL DOLLY MIX DESIGN ORANGE BOWL → SMALL CHOCOLATES PINK BOWL,0.0,1e-06,0.0
SMALL CHOCOLATES PINK BOWL → SMALL DOLLY MIX DESIGN ORANGE BOWL,0.0,1e-06,0.0
RED SPOT CERAMIC DRAWER KNOB → WHITE SPOT RED CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → RED SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
MODERN FLORAL STATIONERY SET → FLORAL FOLK STATIONERY SET,0.0,1e-06,0.0
RED SPOT CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED SPOT CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
SET OF 6 TEA TIME BAKING CASES → SET OF 12 MINI LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 12 MINI LOAF BAKING CASES → SET OF 6 TEA TIME BAKING CASES,0.0,1e-06,0.0
SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN SLEIGH DECORATIONS,0.0,1e-06,0.0
SET OF 3 WOODEN SLEIGH DECORATIONS → SET OF 3 WOODEN HEART DECORATIONS,0.0,1e-06,0.0
SMALL MARSHMALLOWS PINK BOWL → SMALL DOLLY MIX DESIGN ORANGE BOWL,0.0,1e-06,0.0
SMALL DOLLY MIX DESIGN ORANGE BOWL → SMALL MARSHMALLOWS PINK BOWL,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → BLUE STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
FLORAL FOLK STATIONERY SET → VINTAGE PAISLEY STATIONERY SET,0.0,1e-06,0.0
FLORAL FOLK STATIONERY SET → MODERN FLORAL STATIONERY SET,0.0,1e-06,0.0
CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT TREE TOP ANGEL,0.0,1e-06,0.0
CHRISTMAS CRAFT TREE TOP ANGEL → CHRISTMAS CRAFT WHITE FAIRY ,0.0,1e-06,0.0
SUKI  SHOULDER BAG → SKULL SHOULDER BAG,0.0,1e-06,0.0
SKULL SHOULDER BAG → SUKI  SHOULDER BAG,0.0,1e-06,0.0
SKULL LUNCH BOX WITH CUTLERY  → STRAWBERRY LUNCH BOX WITH CUTLERY,0.0,1e-06,0.0
STRAWBERRY LUNCH BOX WITH CUTLERY → SKULL LUNCH BOX WITH CUTLERY ,0.0,1e-06,0.0
CHRISTMAS CRAFT TREE TOP ANGEL → CHRISTMAS CRAFT LITTLE FRIENDS,0.0,1e-06,0.0
TOILET METAL SIGN → BATHROOM METAL SIGN,0.0,1e-06,0.0
FELTCRAFT CUSHION OWL → FELTCRAFT CUSHION RABBIT,0.0,1e-06,0.0
BATHROOM METAL SIGN → TOILET METAL SIGN,0.0,1e-06,0.0
"JUMBO BAG RED RETROSPOT, ROSES REGENCY TEACUP AND SAUCER  → DOTCOM POSTAGE",0.0,1e-06,0.0
KITCHEN METAL SIGN → BATHROOM METAL SIGN,0.0,1e-06,0.0
BATHROOM METAL SIGN → KITCHEN METAL SIGN,0.0,1e-06,0.0
SET OF 60 VINTAGE LEAF CAKE CASES  → SET OF 60 PANTRY DESIGN CAKE CASES ,0.0,1e-06,0.0
SET OF 60 PANTRY DESIGN CAKE CASES  → SET OF 60 VINTAGE LEAF CAKE CASES ,0.0,1e-06,0.0
CHRISTMAS CRAFT WHITE FAIRY  → CHRISTMAS CRAFT TREE TOP ANGEL,0.0,1e-06,0.0
FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION OWL,0.0,1e-06,0.0
SET OF 12 MINI LOAF BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES,0.0,1e-06,0.0
LARGE HEART MEASURING SPOONS → SMALL HEART MEASURING SPOONS,0.0,1e-06,0.0
SET OF 12 FAIRY CAKE BAKING CASES → SET OF 12 MINI LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 12 FAIRY CAKE BAKING CASES → SET OF 6 TEA TIME BAKING CASES,0.0,1e-06,0.0
SET OF 6 TEA TIME BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
BEADED CRYSTAL HEART PINK ON STICK → DOTCOM POSTAGE,0.0,1e-06,0.0
SMALL HEART MEASURING SPOONS → LARGE HEART MEASURING SPOONS,0.0,1e-06,0.0
VINTAGE PAISLEY STATIONERY SET → FLORAL FOLK STATIONERY SET,0.0,1e-06,0.0
"RECYCLING BAG RETROSPOT , SUKI  SHOULDER BAG → DOTCOM POSTAGE",0.0,1e-06,0.0
VINTAGE PAISLEY STATIONERY SET → MODERN FLORAL STATIONERY SET,0.0,1e-06,0.0
MODERN FLORAL STATIONERY SET → VINTAGE PAISLEY STATIONERY SET,0.0,1e-06,0.0
CHRISTMAS CRAFT WHITE FAIRY  → CHRISTMAS CRAFT LITTLE FRIENDS,0.0,1e-06,0.0
CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT WHITE FAIRY ,0.0,1e-06,0.0
SCANDINAVIAN PAISLEY PICNIC BAG → PINK VINTAGE PAISLEY PICNIC BAG,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → RED SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
BLUE HAPPY BIRTHDAY BUNTING → PINK HAPPY BIRTHDAY BUNTING,0.0,1e-06,0.0
PINK VINTAGE PAISLEY PICNIC BAG → SCANDINAVIAN PAISLEY PICNIC BAG,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER BASIL,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER BASIL,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER THYME,0.0,1e-06,0.0
"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE PINK",0.0,1e-06,0.0
REGENCY SUGAR BOWL GREEN → REGENCY MILK JUG PINK ,0.0,1e-06,0.0
REGENCY MILK JUG PINK  → REGENCY SUGAR BOWL GREEN,0.0,1e-06,0.0
"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE GREEN ",0.0,1e-06,0.0
REGENCY TEA PLATE PINK → REGENCY TEA PLATE GREEN ,0.0,1e-06,0.0
REGENCY TEA PLATE GREEN  → REGENCY TEA PLATE PINK,0.0,1e-06,0.0
JAM JAR WITH GREEN LID → JAM JAR WITH PINK LID,0.0,1e-06,0.0
JAM JAR WITH PINK LID → JAM JAR WITH GREEN LID,0.0,1e-06,0.0
SET OF 3 WOODEN TREE DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION,0.0,1e-06,0.0
SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN TREE DECORATIONS,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER BASIL,0.0,1e-06,0.0
SET OF 3 WOODEN TREE DECORATIONS → SET OF 3 WOODEN SLEIGH DECORATIONS,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER CHIVES ,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER CHIVES ,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER CHIVES ,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER CHIVES ,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER BASIL,0.0,1e-06,0.0
"POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE LIVINGROOM ",0.0,1e-06,0.0
SET OF 3 WOODEN SLEIGH DECORATIONS → SET OF 3 WOODEN TREE DECORATIONS,0.0,1e-06,0.0
SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION,0.0,1e-06,0.0
REGENCY MILK JUG PINK  → REGENCY TEAPOT ROSES ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE BEDROOM ,0.0,1e-06,0.0
SMALL MARSHMALLOWS PINK BOWL → SMALL CHOCOLATES PINK BOWL,0.0,1e-06,0.0
SMALL CHOCOLATES PINK BOWL → SMALL MARSHMALLOWS PINK BOWL,0.0,1e-06,0.0
SET/6 RED SPOTTY PAPER PLATES → SET/6 RED SPOTTY PAPER CUPS,0.0,1e-06,0.0
SET/6 RED SPOTTY PAPER CUPS → SET/6 RED SPOTTY PAPER PLATES,0.0,1e-06,0.0
PINK HAPPY BIRTHDAY BUNTING → BLUE HAPPY BIRTHDAY BUNTING,0.0,1e-06,0.0
"KEY FOB , BACK DOOR  → KEY FOB , SHED",0.0,1e-06,0.0
"KEY FOB , SHED → KEY FOB , BACK DOOR ",0.0,1e-06,0.0
WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION BUTTERFLY,0.0,1e-06,0.0
FELTCRAFT CUSHION BUTTERFLY → FELTCRAFT CUSHION RABBIT,0.0,1e-06,0.0
SET OF 12 MINI LOAF BAKING CASES → SET OF 6 SNACK LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 6 SNACK LOAF BAKING CASES → SET OF 12 MINI LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN TREE DECORATIONS,0.0,1e-06,0.0
SET OF 3 WOODEN TREE DECORATIONS → SET OF 3 WOODEN HEART DECORATIONS,0.0,1e-06,0.0
SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN HEART DECORATIONS,0.0,1e-06,0.0
POPPY'S PLAYHOUSE BEDROOM  → POPPY'S PLAYHOUSE KITCHEN,0.0,1e-06,0.0
REGENCY TEAPOT ROSES  → REGENCY MILK JUG PINK ,0.0,1e-06,0.0
"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE PINK → REGENCY TEA PLATE ROSES ",0.0,1e-06,0.0
"SET/20 RED RETROSPOT PAPER NAPKINS , SET/6 RED SPOTTY PAPER PLATES → SET/6 RED SPOTTY PAPER CUPS",0.0,1e-06,0.0
SET OF 3 WOODEN SLEIGH DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION,0.0,1e-06,0.0
SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN SLEIGH DECORATIONS,0.0,1e-06,0.0
REGENCY TEA PLATE PINK → REGENCY TEA PLATE ROSES ,0.0,1e-06,0.0
REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE PINK,0.0,1e-06,0.0
"POPPY'S PLAYHOUSE KITCHEN, POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE BEDROOM ",0.0,1e-06,0.0
"POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE KITCHEN",0.0,1e-06,0.0
CHILDRENS CUTLERY POLKADOT PINK → CHILDRENS CUTLERY POLKADOT BLUE,0.0,1e-06,0.0
CHILDRENS CUTLERY POLKADOT BLUE → CHILDRENS CUTLERY POLKADOT PINK,0.0,1e-06,0.0
REGENCY TEA PLATE GREEN  → REGENCY TEA PLATE ROSES ,0.0,1e-06,0.0
REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE GREEN ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE BEDROOM  → POPPY'S PLAYHOUSE LIVINGROOM ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE BEDROOM ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE KITCHEN,0.0,1e-06,0.0
POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE LIVINGROOM ,0.0,1e-06,0.0
REGENCY SUGAR BOWL GREEN → REGENCY TEAPOT ROSES ,0.0,1e-06,0.0
REGENCY TEAPOT ROSES  → REGENCY SUGAR BOWL GREEN,0.0,1e-06,0.0
"SET/20 RED RETROSPOT PAPER NAPKINS , SET/6 RED SPOTTY PAPER CUPS → SET/6 RED SPOTTY PAPER PLATES",0.0,1e-06,0.0
"JUMBO BAG WOODLAND ANIMALS, RECYCLING BAG RETROSPOT  → DOTCOM POSTAGE",0.0,1e-06,0.0
