rule,activation_rate,global_rate,dominance
"GREEN REGENCY TEACUP AND SAUCER, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE",0.7811773,0.18528405,4.2161064
"JUMBO BAG RED RETROSPOT, SUKI  SHOULDER BAG → DOTCOM POSTAGE",0.9185814,0.23239908,3.9526036
"JUMBO STORAGE BAG SUKI, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE",0.7382235,0.21595167,3.4184663
"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN",4.8688526,1.4672978,3.3182445
"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF → JUMBO BAG PEARS",3.2669127,0.98722994,3.309171
"WOODEN STAR CHRISTMAS SCANDINAVIAN, WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN",3.8040643,1.3158017,2.8910618
"JUMBO STORAGE BAG SUKI, SUKI  SHOULDER BAG → DOTCOM POSTAGE",0.71692854,0.24939932,2.8746212
"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN",5.858833,2.1263506,2.7553465
"HAND WARMER BIRD DESIGN, HAND WARMER OWL DESIGN → HAND WARMER SCOTTY DOG DESIGN",2.8442693,1.1299801,2.5170968
"HAND WARMER BIRD DESIGN, HAND WARMER SCOTTY DOG DESIGN → HAND WARMER OWL DESIGN",2.2792578,0.90615773,2.515299
